Unnamed: 0,EventId,Station,SampleDate,SampleTime,Depth,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,geometry,x,y,coastal,blue,green,red,nir08,coastal_n,blue_n,green_n,red_n,nir08_n,datetime,eo:cloud_cover,proj:epsg,view:sun_azimuth,view:sun_elevation,log_chla
3,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,CHLA,,2.53,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617,0.0166779320987654,0.0494701543209876,0.0352217592592592,-0.0003533950617283,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393,0.9282193027394288
5,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,CHLA,,1.64,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0358247222222222,0.0443975925925925,0.0810527160493827,0.0973367901234567,0.0211974382716049,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098,0.494696241836107
6,394496,TF5.6,2013-12-03,11:50:00,1,D,S1,CHLA,,2.44,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0141778086419753,0.0238085802469135,0.0532247530864197,0.0470454012345679,0.0090118827160493,81,81,81,81,81,2013-12-01T15:48:28.292876Z,9.76,32618,161.5119596,28.39152253,0.8919980393051105
21,395379,TF5.6,2015-01-06,11:30:00,1,D,S1,CHLA,,2.97,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0279485185185185,0.0364134259259259,0.0624253703703703,0.0578607098765432,0.0125271296296296,81,81,81,81,81,2015-01-05T15:46:53.790263Z,6.92,32618,157.35792007,26.48661194,1.0885619528146082
22,395380,TF5.6,2015-02-03,12:00:00,1,D,S1,CHLA,,1.99,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0244855555555555,0.0316742592592592,0.055149074074074,0.0500639506172839,0.0099492592592592,81,81,81,81,81,2015-02-06T15:46:45.651144Z,7.54,32618,152.22834398,32.29035814,0.688134638736401
30,458619,LE5.1,2019-10-24,09:00:00,1,D,S1,CHLA,,6.35,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.013780586419753,0.0216320061728395,0.0426528703703703,0.0225928086419753,-0.0011016666666666,81,81,81,81,81,2019-10-24T15:41:03.930653Z,1.19,32618,159.18816445,38.34034027,1.8484548129046001
39,462513,LE5.1,2020-09-01,09:30:00,1,D,S1,CHLA,,3.79,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0018472839506172,0.0147339197530864,0.0468016358024691,0.039324012345679,0.0052922530864197,81,81,81,81,81,2020-08-30T15:46:59.543250Z,20.32,32618,141.80657173,55.6759987,1.332366019094335
41,30134,LE5.1,2013-03-20,09:20:00,1,D,S1,CHLA,,3.7,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0534021875,0.0689488541666666,0.1043253124999999,0.1050746875,0.0581745833333333,24,24,24,24,24,2013-03-20T15:41:36.157740Z,24.58,32618,146.1090036,47.35992035,1.308332819650179
58,462600,TF5.6,2020-09-01,11:40:00,1,D,FS1,CHLA,,12.4,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0150092592592592,0.0231037654320987,0.0481878395061728,0.0509918209876543,0.0184525308641975,81,81,81,81,81,2020-08-30T15:46:59.543250Z,20.32,32618,141.80657173,55.6759987,2.517696472610991
59,462600,TF5.6,2020-09-01,11:40:00,1,D,FS2,CHLA,,12.8,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0150092592592592,0.0231037654320987,0.0481878395061728,0.0509918209876543,0.0184525308641975,81,81,81,81,81,2020-08-30T15:46:59.543250Z,20.32,32618,141.80657173,55.6759987,2.5494451709255714
65,583881,TF5.6,2021-03-11,10:50:00,1,D,S1,CHLA,,2.3,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0429292283950617,0.0505463888888888,0.0826246296296296,0.0789949691358024,0.0160474691358024,81,81,81,81,81,2021-03-10T15:46:44.873861Z,0.03,32618,147.31541771,43.41054681,0.8329091229351039
71,587808,TF5.6,2021-09-02,10:35:00,1,D,S1,CHLA,,28.4,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0026804320987654,0.0140766358024691,0.0425873456790123,0.0372095679012345,0.0200794444444444,81,81,81,81,81,2021-09-02T15:47:05.015489Z,9.87,32618,143.03178797,54.91997247,3.3463891451671604
73,596918,TF5.6,2021-11-04,10:55:00,1,D,S1,CHLA,,31.9,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0311072839506172,0.0366358024691358,0.0588371296296296,0.0508074691358024,0.0299349691358024,81,81,81,81,81,2021-11-05T15:47:15.526728Z,6.43,32618,160.77726274,34.46436741,3.462606009790799
77,608791,TF5.6,2022-02-09,11:05:00,1,D,S1,CHLA,,18.3,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0240958024691358,0.0302866975308641,0.0523169135802469,0.0443656790123456,0.0083586728395061,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245,2.9069010598473755
78,621280,TF5.6,2022-07-06,11:10:00,1,D,S1,CHLA,,26.2,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0054582716049382,0.0112023765432098,0.0322371604938271,0.0171888888888888,0.0109124382716049,81,81,81,81,81,2022-07-03T15:47:05.643209Z,72.75,32618,121.9756164,66.41841753,3.265759410767051
89,583798,LE5.1,2021-02-04,10:00:00,1,D,S1,CHLA,,2.53,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0318769444444444,0.0417002160493827,0.0733421913580247,0.0657311419753086,0.0079308950617283,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646,0.9282193027394288
98,429603,TF5.6,2017-03-01,10:50:00,1,D,S1,CHLA,,20.2,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0237960185185185,0.0307704938271604,0.0555792283950617,0.0431926851851851,0.0123050925925925,81,81,81,81,81,2017-02-27T15:46:42.953478Z,56.23,32618,148.94069816,39.28330954,3.005682604407159
106,422152,TF5.6,2016-04-14,11:05:00,1,D,S1,CHLA,,14.8,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0156594135802469,0.0249961728395061,0.0514684876543209,0.0399806172839506,0.0131304320987654,81,81,81,81,81,2016-04-13T15:46:26.778206Z,0.04,32618,140.95197458,56.19542478,2.6946271807700692
113,415228,TF5.6,2015-09-17,11:30:00,1,D,S1,CHLA,,10.8,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0105454320987654,0.0179442901234567,0.0400196604938271,0.0293011111111111,0.0072267592592592,81,81,81,81,81,2015-09-18T15:46:48.349171Z,1.3,32618,149.17346779,50.23592632,2.379546134130174
114,30214,TF5.5A,2013-04-02,12:25:00,1,D,S1,CHLA,,11.2,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0004926543209876,0.0114977469135802,0.0432925,0.0427537037037037,0.0063596604938271,81,81,81,81,81,2013-04-02T15:50:17.763832Z,2.12,32618,144.06325479,52.39250975,2.4159137783010487
115,30215,TF5.5,2013-04-02,12:50:00,1,D,S1,CHLA,,6.82,UG/L,L01,VADCLS,,,,,37.31265,-77.23283,POINT (-77.23283 37.31265),302130.0,4131900.0,0.0129039814814814,0.0218611728395061,0.047614074074074,0.0422379938271604,0.0105101234567901,81,81,81,81,81,2013-04-02T15:50:17.763832Z,2.12,32618,144.06325479,52.39250975,1.9198594718553708
123,394411,LE5.1,2013-12-03,09:50:00,1,D,S1,CHLA,,4.04,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0107545679012345,0.0197300925925925,0.0416251851851851,0.0205479629629629,-0.0008511111111111,81,81,81,81,81,2013-12-01T15:48:28.292876Z,9.76,32618,161.5119596,28.39152253,1.3962446919730587
126,394554,LE5.1,2014-05-06,10:30:00,1,D,S1,CHLA,,23.7,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0196489506172839,0.028163086419753,0.0521590432098765,0.0395796604938271,0.0126079320987654,81,81,81,81,81,2014-05-03T15:40:21.129665Z,28.58,32618,135.60109115,62.06425985,3.1654750481410856
137,415137,LE5.1,2015-07-07,11:00:00,1,D,S1,CHLA,,11.0,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0075017592592592,0.0198876234567901,0.0497427777777777,0.0382545679012345,0.0146116975308641,81,81,81,81,81,2015-07-09T15:40:09.955667Z,64.64,32618,122.40895268,65.75315827,2.3978952727983707
139,415139,LE5.1,2015-09-02,10:45:00,1,D,S1,CHLA,,11.3,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0025999691358024,0.0158064197530864,0.0596162962962963,0.0334987654320987,0.0354879320987654,81,81,81,81,81,2015-09-02T15:46:39.676433Z,59.7,32618,142.66100215,55.02896622,2.424802725718295
140,416816,LE5.1,2015-05-06,10:00:00,1,D,S1,CHLA,,19.2,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0372781481481481,0.0516399382716049,0.0895760185185185,0.0779258641975308,0.0645421913580246,81,81,81,81,81,2015-05-06T15:39:47.603585Z,71.28,32618,134.44930908,62.65192148,2.954910279033736
155,429810,LE5.1,2017-08-01,10:00:00,1,D,S1,CHLA,,15.6,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0012718209876543,0.0121292283950617,0.036326512345679,0.0184997222222222,-0.0004752777777777,81,81,81,81,81,2017-07-30T15:40:37.264411Z,12.58,32618,128.45958716,62.74575583,2.747270914255491
156,587629,LE5.1,2021-04-06,09:15:00,1,D,S1,CHLA,,15.5,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0441473765432098,0.0464030555555555,0.0610663271604938,0.0501111419753086,0.0189716358024691,81,81,81,81,81,2021-04-04T15:40:25.571088Z,18.07,32618,143.0009455,52.9368095,2.740840023925201
159,587632,LE5.1,2021-07-07,09:00:00,1,D,S1,CHLA,,7.69,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0082853395061728,0.0187400925925925,0.0458666358024691,0.0302591975308641,0.0001877777777777,81,81,81,81,81,2021-07-09T15:40:34.569441Z,23.47,32618,122.6571575,65.76701753,2.0399207835175526
165,596831,LE5.1,2021-11-04,09:00:00,1,D,S1,CHLA,,3.1,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.018828024691358,0.0289341049382716,0.0540599382716049,0.0405180555555555,0.0081261111111111,81,81,81,81,81,2021-11-05T15:47:15.526728Z,6.43,32618,160.77726274,34.46436741,1.1314021114911006
166,596832,LE5.1,2021-12-15,09:00:00,1,D,S1,CHLA,,2.31,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0303861728395061,0.0355921604938271,0.0460723765432098,0.0271197839506172,0.0152357098765432,81,81,81,81,81,2021-12-16T15:41:00.470472Z,4.5,32618,160.02474434,26.48927594,0.8372475245337022
169,608607,LE5.1,2022-06-29,08:45:00,1,D,S1,CHLA,,7.58,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0157069444444444,0.0247629320987654,0.0497852160493827,0.032040586419753,0.0069351234567901,81,81,81,81,81,2022-06-26T15:40:54.303017Z,13.48,32618,121.73186647,66.93205246,2.0255131996542803
171,608726,LE5.1,2022-02-08,09:00:00,1,D,S1,CHLA,,9.81,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0293347222222222,0.0373779629629629,0.065275524691358,0.0549952777777777,0.0094678395061728,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245,2.2834022735772717
172,608727,LE5.1,2022-03-16,08:45:00,1,D,S1,CHLA,,18.0,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0303094444444444,0.0382538888888888,0.0667598456790123,0.0597347839506172,0.0117004320987654,81,81,81,81,81,2022-03-13T15:46:47.953712Z,1.85,32618,146.87782545,44.46277967,2.8903717578961645
173,621200,LE5.1,2022-08-02,09:15:00,1,D,S1,CHLA,,6.89,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0234809567901234,0.0354757098765432,0.0636696604938271,0.0505660802469135,0.0342884567901234,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233,1.9300710850255671
175,621202,LE5.1,2022-09-20,09:00:00,1,D,S1,CHLA,,13.2,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0198845679012345,0.0229051543209876,0.0348656172839506,0.0199246296296296,0.007840586419753,81,81,81,81,81,2022-09-21T15:47:29.908335Z,2.85,32618,150.57631607,49.2320048,2.580216829592325
181,429811,LE5.1,2017-09-07,09:40:00,1,D,S1,CHLA,,4.52,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0002325925925925,0.0145821604938271,0.0489554629629629,0.034864598765432,0.0058979320987654,81,81,81,81,81,2017-09-07T15:46:57.596694Z,1.32,32618,145.0944741,53.47338869,1.5085119938441398
183,447234,LE5.1,2017-11-01,09:40:00,1,D,S1,CHLA,,3.84,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0115041975308641,0.0210443209876543,0.0440995061728395,0.0247761728395061,-0.0007071604938271,81,81,81,81,81,2017-11-03T15:40:57.668743Z,0.07,32618,160.53227085,35.05374846,1.3454723665996355
188,449274,LE5.1,2018-05-01,10:00:00,1,D,S1,CHLA,,7.9,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0438795061728395,0.0536498148148148,0.0847570679012345,0.0803961111111111,0.0217226543209876,81,81,81,81,81,2018-04-28T15:39:51.572333Z,1.52,32618,136.94258451,60.67680546,2.066862759472976
189,449275,LE5.1,2018-06-05,09:50:00,1,D,S1,CHLA,,6.39,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0739553395061728,0.0856054938271605,0.120074537037037,0.1259564814814814,0.0789111111111111,81,81,81,81,81,2018-06-06T15:45:38.016620Z,37.25,32618,124.1464076,66.97443894,1.8547342683894434
190,450458,LE5.1,2018-07-10,09:30:00,1,D,S1,CHLA,,7.03,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0355232407407407,0.0535326851851851,0.0909988888888888,0.0858995061728395,0.0548540432098765,81,81,81,81,81,2018-07-08T15:45:58.016739Z,0.76,32618,122.17469661,65.77687918,1.9501867058225735
198,457144,LE5.1,2019-01-08,09:45:00,1,D,S1,CHLA,,1.51,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0467310185185185,0.0534016358024691,0.0832306481481481,0.0849404012345678,0.0148928086419753,81,81,81,81,81,2019-01-09T15:40:31.422094Z,24.72,32618,156.70543705,26.82681203,0.412109650826833
200,422074,RET5.2,2016-02-17,10:15:00,1,D,FS1,CHLA,,2.62,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0427991975308642,0.0523919444444444,0.0825529938271604,0.0873118518518518,0.0217226543209876,81,81,81,81,81,2016-02-18T15:40:33.373158Z,0.44,32618,150.42881455,35.89906026,0.9631743177730056
201,422074,RET5.2,2016-02-17,10:15:00,1,D,FS2,CHLA,,2.76,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0427991975308642,0.0523919444444444,0.0825529938271604,0.0873118518518518,0.0217226543209876,81,81,81,81,81,2016-02-18T15:40:33.373158Z,0.44,32618,150.42881455,35.89906026,1.0152306797290584
204,422077,RET5.2,2016-06-09,11:00:00,1,D,S1,CHLA,,27.0,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0253254938271604,0.0323624382716049,0.0532532716049382,0.0467795679012345,0.0196116049382716,81,81,81,81,81,2016-06-09T15:40:21.409786Z,37.4,32618,123.6512205,67.21985293,3.295836866004329
207,422145,TF5.5,2016-05-12,11:50:00,1,D,S1,CHLA,,5.5,UG/L,L01,VADCLS,,,,,37.31265,-77.23283,POINT (-77.23283 37.31265),302130.0,4131900.0,0.0232757352941176,0.0308576470588235,0.0471295588235294,0.0434186764705882,0.0293386764705882,17,17,17,17,17,2016-05-15T15:46:24.145913Z,24.77,32618,131.36763977,64.76090247,1.7047480922384253
210,422148,TF5.5A,2016-04-14,11:30:00,1,D,S1,CHLA,,17.4,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0043864506172839,0.0142046296296296,0.0423768518518518,0.0340806790123456,0.0117927777777777,81,81,81,81,81,2016-04-13T15:46:26.778206Z,0.04,32618,140.95197458,56.19542478,2.856470206220483
220,425694,RET5.2,2016-11-01,10:15:00,1,D,S1,CHLA,,7.48,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0047548148148148,0.0160074074074074,0.048775524691358,0.0471088888888888,0.0048719444444444,81,81,81,81,81,2016-10-31T15:41:01.066350Z,45.13,32618,160.2573155,35.89526039,2.012232791986386
234,458688,RET5.2,2019-10-24,09:30:00,1,D,S1,CHLA,,3.95,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0086900308641975,0.0186711728395061,0.0429906790123456,0.0280945061728395,-0.0005014197530864,81,81,81,81,81,2019-10-24T15:41:03.930653Z,1.19,32618,159.18816445,38.34034027,1.3737155789130306
254,462550,RET5.2,2020-07-07,10:00:00,1,D,S1,CHLA,,17.4,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0202118518518518,0.0307012345679012,0.0576821296296296,0.0424658024691358,0.0243433024691358,81,81,81,81,81,2020-07-06T15:40:29.252926Z,24.64,32618,122.21350747,66.03619118,2.856470206220483
265,429467,LE5.1,2017-06-06,10:30:00,1,D,S1,CHLA,,10.9,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0809695886075949,0.091415411392405,0.1183024050632911,0.1114336708860759,0.0903049683544303,79,79,79,79,79,2017-06-03T15:46:28.375625Z,5.56,32618,125.20657575,66.96090175,2.388762789235098
269,429525,RET5.2,2017-06-06,10:50:00,1,D,S1,CHLA,,24.3,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0165295679012345,0.0247371296296296,0.0486329320987654,0.0377626234567901,0.0213929938271604,81,81,81,81,81,2017-06-03T15:46:28.375625Z,5.56,32618,125.20657575,66.96090175,3.190476350346503
275,429601,TF5.5A,2017-03-01,11:30:00,1,D,S1,CHLA,,20.0,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0266427777777777,0.0297906790123456,0.0470949691358024,0.0364375308641975,0.0140878395061728,81,81,81,81,81,2017-02-27T15:46:42.953478Z,56.23,32618,148.94069816,39.28330954,2.995732273553991
277,429845,RET5.2,2017-08-01,10:45:00,1,D,S1,CHLA,,6.21,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0043920312499999,0.0159451249999999,0.0412392812499999,0.0282224999999999,0.0033095624999999,80,80,80,80,80,2017-07-30T15:40:37.264411Z,12.58,32618,128.45958716,62.74575583,1.8261608959453874
