Unnamed: 0,EventId,Station,SampleDate,SampleTime,Depth,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,geometry,x,y,coastal,blue,green,red,nir08,coastal_n,blue_n,green_n,red_n,nir08_n,datetime,eo:cloud_cover,proj:epsg,view:sun_azimuth,view:sun_elevation,log_chla
278,429846,RET5.2,2017-09-07,10:00:00,1,D,S1,CHLA,,9.84,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0015610802469135,0.0169797530864197,0.0546954938271605,0.0464770679012345,0.0121889814814814,81,81,81,81,81,2017-09-07T15:46:57.596694Z,1.32,32618,145.0944741,53.47338869,2.286455711064162
286,447259,RET5.2,2017-11-01,10:00:00,1,D,S1,CHLA,,3.92,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0095170679012345,0.0217029629629629,0.0514274074074074,0.0409281790123456,0.0025089814814814,81,81,81,81,81,2017-11-03T15:40:57.668743Z,0.07,32618,160.53227085,35.05374846,1.366091653802371
289,394444,RET5.2,2013-11-06,10:20:00,1,D,S1,CHLA,,4.15,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0232796296296296,0.0321193518518518,0.0564941975308641,0.0482632098765432,0.006527037037037,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393,1.423108334242607
296,394493,TF5.5A,2013-12-03,12:15:00,1,D,S1,CHLA,,7.39,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0026278086419753,0.0114637962962962,0.0381221604938271,0.0376224074074074,0.0038364506172839,81,81,81,81,81,2013-12-01T15:48:28.292876Z,9.76,32618,161.5119596,28.39152253,2.0001277349601105
300,394604,RET5.2,2014-05-06,10:55:00,1,D,S1,CHLA,,14.8,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0367505555555555,0.0393403086419753,0.0527331481481481,0.0418088580246913,0.0161333641975308,81,81,81,81,81,2014-05-03T15:40:21.129665Z,28.58,32618,135.60109115,62.06425985,2.6946271807700692
301,394663,TF5.5,2014-01-15,13:45:00,1,D,S1,CHLA,,1.5,UG/L,L01,VADCLS,,,,,37.31265,-77.23283,POINT (-77.23283 37.31265),302130.0,4131900.0,0.0359642592592592,0.0437335185185185,0.0746581172839506,0.084644012345679,0.018756049382716,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098,0.4054651081081644
305,394667,TF5.5A,2014-01-15,13:10:00,1,D,S1,CHLA,,1.55,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0317547222222222,0.0401025,0.0733890432098765,0.085105061728395,0.018144598765432,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098,0.4382549309311553
309,394716,RET5.2,2014-06-03,11:00:00,1,D,S1,CHLA,,20.7,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.03842121875,0.04997328125,0.0780861875,0.0720079999999999,0.06584284375,80,80,80,80,80,2014-06-04T15:40:18.460140Z,30.28,32618,125.00071915,67.00086486,3.0301337002713233
320,462597,TF5.5A,2020-09-01,11:05:00,1,D,S1,CHLA,,35.7,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0183421913580246,0.0227870061728395,0.0418621604938271,0.0398662037037037,0.0134213888888888,81,81,81,81,81,2020-08-30T15:46:59.543250Z,20.32,32618,141.80657173,55.6759987,3.5751506887855933
328,583835,RET5.2,2021-02-04,10:30:00,1,D,S1,CHLA,,2.94,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0259019753086419,0.0360881790123456,0.0679871604938271,0.0665676851851851,0.0092379938271604,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646,1.0784095813505903
332,583875,TF5.5,2021-03-11,11:50:00,1,D,S1,CHLA,,2.62,UG/L,L01,VADCLS,,,,,37.31265,-77.23283,POINT (-77.23283 37.31265),302130.0,4131900.0,0.0075958024691357,0.0196771296296296,0.0531147530864197,0.0435383024691358,-0.0001873765432098,81,81,81,81,81,2021-03-10T15:46:44.873861Z,0.03,32618,147.31541771,43.41054681,0.9631743177730056
334,583877,TF5.5A,2021-02-03,11:00:00,1,D,S1,CHLA,,2.92,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.026868549382716,0.0355877469135802,0.0666467901234567,0.0640285185185185,0.0086163580246913,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646,1.0715836162801904
335,583878,TF5.5A,2021-03-11,11:25:00,1,D,S1,CHLA,,3.61,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0328058333333333,0.0396883024691357,0.0657647530864197,0.0614082098765432,0.0123186728395061,81,81,81,81,81,2021-03-10T15:46:44.873861Z,0.03,32618,147.31541771,43.41054681,1.2837077723447896
336,587703,RET5.2,2021-04-06,10:00:00,1,D,S1,CHLA,,15.7,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0305593209876543,0.036787561728395,0.0567980555555555,0.0494609876543209,0.0168079629629629,81,81,81,81,81,2021-04-04T15:40:25.571088Z,18.07,32618,143.0009455,52.9368095,2.7536607123542622
355,395318,LE5.1,2015-02-04,10:30:00,1,D,S1,CHLA,,5.68,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0028359259259259,0.0166976234567901,0.0539227777777777,0.0405245061728395,-0.0006701543209876,81,81,81,81,81,2015-02-06T15:46:45.651144Z,7.54,32618,152.22834398,32.29035814,1.7369512327330598
356,395343,RET5.2,2015-02-04,11:00:00,1,D,S1,CHLA,,2.72,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0300038888888888,0.0424376234567901,0.0779136419753086,0.0814883024691358,0.0165546913580246,81,81,81,81,81,2015-02-06T15:46:45.651144Z,7.54,32618,152.22834398,32.29035814,1.000631880307906
359,395374,TF5.5,2015-02-03,13:00:00,1,D,S1,CHLA,,2.67,UG/L,L01,VADCLS,,,,,37.31265,-77.23283,POINT (-77.23283 37.31265),302130.0,4131900.0,0.0272654320987654,0.0330400925925925,0.0539207407407407,0.0513479629629629,0.0103233950617283,81,81,81,81,81,2015-02-06T15:46:45.651144Z,7.54,32618,152.22834398,32.29035814,0.9820784724121582
362,395377,TF5.5A,2015-02-03,12:30:00,1,D,S1,CHLA,,3.49,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0245643209876543,0.0313371296296296,0.0556396604938271,0.0545776851851851,0.0110842283950617,81,81,81,81,81,2015-02-06T15:46:45.651144Z,7.54,32618,152.22834398,32.29035814,1.2499017362143359
364,395416,LE5.1,2013-09-04,10:15:00,1,D,S1,CHLA,,3.2,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0070525925925925,0.0189173148148148,0.0489758333333333,0.0334366358024691,-0.0020281790123456,81,81,81,81,81,2013-09-05T15:42:41.961130Z,0.98,32618,144.92043391,54.27336745,1.1631508098056809
383,448743,TF5.5A,2018-04-17,11:45:00,1,D,S1,CHLA,,16.8,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0280401851851851,0.0377599074074074,0.0716616358024691,0.0766999074074074,0.0224984259259259,81,81,81,81,81,2018-04-19T15:46:06.888633Z,45.81,32618,139.48299198,57.98478388,2.8213788864092133
384,449300,RET5.2,2018-05-01,10:30:00,1,D,S1,CHLA,,8.88,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.033936049382716,0.0424647839506172,0.0696643209876543,0.0660030864197531,0.0173284259259259,81,81,81,81,81,2018-04-28T15:39:51.572333Z,1.52,32618,136.94258451,60.67680546,2.1838015570040787
390,450484,RET5.2,2018-07-10,10:00:00,1,D,S1,CHLA,,16.8,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0594862654320987,0.0693784567901234,0.0976593209876543,0.0924438271604938,0.0643649691358024,81,81,81,81,81,2018-07-08T15:45:58.016739Z,0.76,32618,122.17469661,65.77687918,2.8213788864092133
391,450485,RET5.2,2018-08-07,10:00:00,1,D,S1,CHLA,,17.5,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0268282499999999,0.0419999999999999,0.0780635,0.0695,0.0621904999999999,10,10,10,10,10,2018-08-09T15:46:13.796659Z,10.01,32618,132.12056029,60.78241095,2.8622008809294686
392,450511,TF5.5,2018-07-10,12:10:00,1,D,S1,CHLA,,30.4,UG/L,L01,VADCLS,,,,,37.31265,-77.23283,POINT (-77.23283 37.31265),302130.0,4131900.0,0.0010253395061728,0.0103879012345679,0.0346496913580246,0.0286995061728395,0.0176930555555555,81,81,81,81,81,2018-07-08T15:45:58.016739Z,0.76,32618,122.17469661,65.77687918,3.414442608412176
398,587796,TF5.5,2021-09-02,11:30:00,1,D,S1,CHLA,,64.2,UG/L,L01,VADCLS,,,,,37.31265,-77.23283,POINT (-77.23283 37.31265),302130.0,4131900.0,0.0134016975308641,0.0179008333333333,0.0351175308641975,0.0297621604938271,0.0138131790123456,81,81,81,81,81,2021-09-02T15:47:05.015489Z,9.87,32618,143.03178797,54.91997247,4.162003210695915
402,587802,TF5.5A,2021-09-02,11:05:00,1,D,S1,CHLA,,57.9,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0067528086419753,0.0136814506172839,0.0344198456790123,0.0298012037037037,0.0159880555555555,81,81,81,81,81,2021-09-02T15:47:05.015489Z,9.87,32618,143.03178797,54.91997247,4.05871738457895
403,596870,RET5.2,2021-11-04,09:30:00,1,D,S1,CHLA,,8.56,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0236086111111111,0.0321920061728395,0.0580773148148148,0.0605594444444444,0.0177704629629629,81,81,81,81,81,2021-11-05T15:47:15.526728Z,6.43,32618,160.77726274,34.46436741,2.1471001901536506
404,596871,RET5.2,2021-12-15,09:30:00,1,D,S1,CHLA,,2.7,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0347046913580246,0.0429849074074074,0.0639409259259259,0.0527005555555555,0.0155249691358024,81,81,81,81,81,2021-12-16T15:41:00.470472Z,4.5,32618,160.02474434,26.48927594,0.9932517730102834
409,596916,TF5.5A,2021-11-04,11:25:00,1,D,S1,CHLA,,48.1,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0020102469135802,0.0099682716049382,0.0348791975308642,0.0305664506172839,0.0086207716049382,81,81,81,81,81,2021-11-05T15:47:15.526728Z,6.43,32618,160.77726274,34.46436741,3.8732821771117156
416,608755,RET5.2,2022-03-16,09:15:00,1,D,S1,CHLA,,23.5,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0270603703703703,0.0365112037037037,0.0679097530864197,0.0657012654320987,0.0166826851851851,81,81,81,81,81,2022-03-13T15:46:47.953712Z,1.85,32618,146.87782545,44.46277967,3.1570004211501135
419,457219,RET5.2,2019-05-07,10:00:00,1,D,S1,CHLA,,34.1,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0263345061728395,0.0361251851851851,0.0707072839506172,0.0565804320987654,0.0312335802469135,81,81,81,81,81,2019-05-08T15:46:20.808934Z,27.51,32618,133.99947107,63.19956274,3.529297384289471
422,395442,RET5.2,2013-09-04,10:40:00,1,D,S1,CHLA,,5.73,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0211892901234567,0.0310804629629629,0.0584928703703703,0.0526537037037037,0.0083050308641975,81,81,81,81,81,2013-09-05T15:42:41.961130Z,0.98,32618,144.92043391,54.27336745,1.7457155307266483
427,415073,TF5.5,2015-11-03,12:00:00,1,D,S1,CHLA,,11.4,UG/L,L01,VADCLS,,,,,37.31265,-77.23283,POINT (-77.23283 37.31265),302130.0,4131900.0,0.005004012345679,0.0135510802469135,0.0452704629629629,0.0357849999999999,0.0142154938271604,81,81,81,81,81,2015-11-05T15:46:57.863683Z,76.66,32618,160.64947268,34.60713058,2.4336133554004498
435,415222,TF5.5,2015-09-17,12:40:00,1,D,S1,CHLA,,42.2,UG/L,L01,VADCLS,,,,,37.31265,-77.23283,POINT (-77.23283 37.31265),302130.0,4131900.0,0.0193454320987654,0.0222835185185185,0.0382908950617283,0.0286533333333333,0.0117914197530864,81,81,81,81,81,2015-09-18T15:46:48.349171Z,1.3,32618,149.17346779,50.23592632,3.742420221041966
438,415225,TF5.5A,2015-09-17,12:05:00,1,D,S1,CHLA,,38.3,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0001266666666666,0.0071503703703703,0.0299879320987654,0.020306574074074,0.0041650925925925,81,81,81,81,81,2015-09-18T15:46:48.349171Z,1.3,32618,149.17346779,50.23592632,3.6454498961866
441,416849,RET5.2,2015-05-06,10:20:00,1,D,S1,CHLA,,16.9,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0024832051282051,0.015839391025641,0.0617058653846153,0.0452520512820512,0.035691923076923,78,78,78,78,78,2015-05-06T15:39:47.603585Z,71.28,32618,134.44930908,62.65192148,2.8273136219290276
447,422016,LE5.1,2016-02-17,09:45:00,1,D,S1,CHLA,,4.77,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.049943086419753,0.0584626543209876,0.0903273456790123,0.0897376234567901,0.0188796296296296,81,81,81,81,81,2016-02-18T15:40:33.373158Z,0.44,32618,150.42881455,35.89906026,1.5623463049002497
449,422019,LE5.1,2016-06-09,10:25:00,1,D,S1,CHLA,,10.0,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.045331574074074,0.0541431172839506,0.0817646604938271,0.0792248148148148,0.0321173148148148,81,81,81,81,81,2016-06-09T15:40:21.409786Z,37.4,32618,123.6512205,67.21985293,2.302585092994046
450,608788,TF5.5,2022-02-09,12:00:00,1,D,S1,CHLA,,5.93,UG/L,L01,VADCLS,,,,,37.31265,-77.23283,POINT (-77.23283 37.31265),302130.0,4131900.0,0.0316528703703703,0.0404715432098765,0.0731605555555555,0.0784660185185185,0.0143801543209876,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245,1.780024213009634
452,608790,TF5.5A,2022-02-09,11:30:00,1,D,S1,CHLA,,7.62,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0276854012345678,0.0365275,0.0695173148148148,0.0736949382716049,0.0129593209876543,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245,2.030776369698555
465,450512,TF5.5,2018-08-07,11:40:00,1,D,S1,CHLA,,41.6,UG/L,L01,VADCLS,,,,,37.31265,-77.23283,POINT (-77.23283 37.31265),302130.0,4131900.0,0.0280982407407407,0.0325973765432098,0.0547742592592592,0.0499203395061728,0.0215481481481481,81,81,81,81,81,2018-08-09T15:46:13.796659Z,10.01,32618,132.12056029,60.78241095,3.728100167267218
466,450513,TF5.5A,2018-07-10,11:45:00,1,D,S1,CHLA,,30.5,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0349046604938271,0.0397083333333333,0.0588208333333333,0.0550400925925925,0.0403313271604938,81,81,81,81,81,2018-07-08T15:45:58.016739Z,0.76,32618,122.17469661,65.77687918,3.417726683613366
467,450514,TF5.5A,2018-08-07,11:10:00,1,D,S1,CHLA,,56.8,UG/L,L01,VADCLS,,,,,37.30165,-77.1284,POINT (-77.1284 37.30165),311370.0,4130460.0,0.0311276543209876,0.0363791358024691,0.0583071604938271,0.0508716358024691,0.035696049382716,81,81,81,81,81,2018-08-09T15:46:13.796659Z,10.01,32618,132.12056029,60.78241095,4.039536325727106
468,451246,RET5.2,2018-09-05,10:30:00,1,D,S1,CHLA,,13.9,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0029841666666666,0.0127024999999999,0.0452374999999999,0.0281374999999999,-0.0049583333333333,33,33,33,33,33,2018-09-03T15:40:14.175702Z,9.17,32618,143.10649942,54.64139305,2.631888840136646
478,457215,RET5.2,2019-01-08,10:00:00,1,D,S1,CHLA,,1.25,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0368945061728395,0.0465510802469135,0.0784317283950617,0.0865612037037037,0.0155422839506172,81,81,81,81,81,2019-01-09T15:40:31.422094Z,24.72,32618,156.70543705,26.82681203,0.22314355131420976
495,30212,TF5.6,2013-04-02,12:00:00,1,D,S1,CHLA,,4.16,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0300582098765432,0.037760586419753,0.0631213580246913,0.0632204938271605,0.019272098765432,81,81,81,81,81,2013-04-02T15:50:17.763832Z,2.12,32618,144.06325479,52.39250975,1.425515074273172
498,394603,RET5.2,2014-04-01,10:25:00,1,D,S1,CHLA,,19.5,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0017973765432098,0.0206623765432098,0.0660947530864197,0.0532953703703703,0.0178247839506172,81,81,81,81,81,2014-04-01T15:40:52.986512Z,11.85,32618,143.79021066,51.76046784,2.970414465569701
501,462552,RET5.2,2020-09-01,10:00:00,1,D,S1,CHLA,,8.24,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0276755555555555,0.0362093827160493,0.0633817592592592,0.066549012345679,0.0247968827160493,81,81,81,81,81,2020-08-30T15:46:59.543250Z,20.32,32618,141.80657173,55.6759987,2.1090003439213802
504,587706,RET5.2,2021-07-07,09:30:00,1,D,S1,CHLA,,12.5,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0319119135802469,0.0384599691358024,0.058483024691358,0.0458866666666666,0.0165825308641975,81,81,81,81,81,2021-07-09T15:40:34.569441Z,23.47,32618,122.6571575,65.76701753,2.5257286443082556
513,448747,TF5.6,2018-04-17,11:15:00,1,D,S1,CHLA,,15.8,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0339920679012345,0.0411549691358024,0.0679616975308642,0.0675682098765432,0.0256592283950617,81,81,81,81,81,2018-04-19T15:46:06.888633Z,45.81,32618,139.48299198,57.98478388,2.760009940032921
516,450515,TF5.6,2018-07-10,11:15:00,1,D,S1,CHLA,,23.9,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.0454018518518518,0.0525562654320987,0.0713727160493827,0.0681436728395061,0.0538732098765432,81,81,81,81,81,2018-07-08T15:45:58.016739Z,0.76,32618,122.17469661,65.77687918,3.173878458937465
534,608754,RET5.2,2022-02-08,09:30:00,1,D,S1,CHLA,,15.077,UG/L,L01,VADCLS,,,,Value and uncensored value corrected per DEQ request after volume filtered correction was applied.,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0275190432098765,0.0369182716049382,0.0671526543209876,0.0710359259259259,0.0160929629629629,81,81,81,81,81,2022-02-09T15:46:57.683744Z,0.03,32618,151.77929997,33.25944245,2.7131704037967816
535,621235,RET5.2,2022-08-02,09:45:00,1,D,S1,CHLA,,8.04,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0215637654320987,0.0323172839506172,0.061051049382716,0.0501413580246913,0.0262211111111111,81,81,81,81,81,2022-08-04T15:47:18.288241Z,13.38,32618,130.43026369,61.90793233,2.0844290831908747
536,621237,RET5.2,2022-09-20,09:30:00,1,D,S1,CHLA,,11.0,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0113568518518518,0.0169199999999999,0.035230586419753,0.0226036728395061,0.0062136728395061,81,81,81,81,81,2022-09-21T15:47:29.908335Z,2.85,32618,150.57631607,49.2320048,2.3978952727983707
539,429522,RET5.2,2017-02-01,11:00:00,1,D,S1,CHLA,,21.4,UG/L,L01,VADCLS,,,,,37.20294,-76.78219,POINT (-76.78219 37.20294),341850.0,4118880.0,0.0012983024691357,0.015081574074074,0.0533989197530864,0.0501026543209876,0.000580586419753,81,81,81,81,81,2017-02-04T15:40:40.723426Z,0.25,32618,152.49922693,31.89388594,3.0633909220278057
